Race,Age,Sex,Workclass,Marital-status
Black,46,Male,Private,Married-civ-spouse
Black,56,Female,Private,Widowed
White,25,Male,Private,Divorced
White,22,Male,Private,Never-married
White,41,Male,Self-emp-inc,Married-civ-spouse
White,48,Male,Self-emp-inc,Married-civ-spouse
White,30,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,49,Female,Private,Divorced
White,24,Male,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
Asian-Pac-Islander,25,Male,Private,Never-married
White,28,Female,Local-gov,Never-married
White,69,Male,State-gov,Married-civ-spouse
White,22,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,38,Female,Private,Divorced
White,26,Female,Private,Never-married
White,33,Male,Self-emp-not-inc,Never-married
White,43,Male,Self-emp-not-inc,Married-spouse-absent
White,58,Male,Private,Married-civ-spouse
White,53,Male,Self-emp-inc,Married-civ-spouse
White,26,Male,Private,Never-married
Black,43,Male,Local-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,25,Female,Private,Never-married
White,57,Female,Federal-gov,Divorced
White,37,Male,Private,Divorced
White,32,Male,Private,Married-civ-spouse
White,26,Female,Private,Divorced
White,45,Male,Private,Married-civ-spouse
White,53,Male,State-gov,Married-civ-spouse
White,28,Male,Self-emp-inc,Married-civ-spouse
White,32,Male,Private,Divorced
White,35,Female,Private,Divorced
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,19,Male,Private,Never-married
White,37,Male,Self-emp-inc,Married-civ-spouse
White,49,Male,Private,Divorced
White,20,Male,Private,Never-married
White,64,Male,Self-emp-inc,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,58,Male,State-gov,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
Black,20,Female,Private,Never-married
Black,42,Male,State-gov,Married-civ-spouse
White,30,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Male,Self-emp-inc,Married-civ-spouse
White,66,Male,Self-emp-not-inc,Married-civ-spouse
White,59,Male,Self-emp-inc,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,59,Female,Private,Married-civ-spouse
White,25,Male,Private,Never-married
Black,17,Male,Local-gov,Never-married
White,47,Male,Local-gov,Married-civ-spouse
White,47,Female,State-gov,Divorced
White,30,Female,Private,Divorced
White,20,Female,Private,Never-married
White,26,Male,Local-gov,Never-married
Black,20,Male,Private,Never-married
White,33,Male,Private,Divorced
White,48,Male,Private,Married-civ-spouse
White,52,Male,Private,Married-civ-spouse
White,37,Female,Private,Divorced
Black,47,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,48,Female,Private,Divorced
Black,49,Male,Private,Married-civ-spouse
White,50,Female,Private,Divorced
White,30,Female,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,22,Female,Private,Married-civ-spouse
Black,35,Male,Private,Separated
White,26,Female,State-gov,Divorced
White,62,Male,Private,Married-civ-spouse
White,39,Male,Local-gov,Separated
White,59,Male,Local-gov,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,17,Male,Private,Never-married
White,38,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,27,Female,Private,Never-married
White,23,Female,Private,Never-married
White,17,Male,Private,Never-married
White,56,Female,Private,Divorced
White,24,Female,Private,Never-married
White,62,Male,Private,Married-civ-spouse
Black,44,Male,Private,Divorced
White,23,Male,Private,Never-married
White,41,Male,Self-emp-not-inc,Never-married
White,25,Male,Private,Never-married
Black,21,Female,Private,Never-married
White,18,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
Black,42,Female,Federal-gov,Separated
Black,47,Female,Private,Never-married
White,29,Male,Private,Married-civ-spouse
Black,33,Male,Private,Never-married
White,43,Male,Local-gov,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,19,Male,Private,Never-married
White,52,Male,Private,Married-civ-spouse
White,38,Male,Self-emp-not-inc,Never-married
White,24,Male,State-gov,Never-married
White,32,Male,Local-gov,Never-married
White,26,Male,Private,Married-civ-spouse
Asian-Pac-Islander,31,Male,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,39,Male,Private,Divorced
White,48,Male,Self-emp-not-inc,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,51,Male,Private,Divorced
White,28,Male,Self-emp-not-inc,Divorced
White,22,Female,Private,Never-married
White,23,Female,Private,Never-married
White,65,Male,Private,Married-civ-spouse
White,26,Male,Local-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Male,Private,Never-married
White,33,Female,Local-gov,Married-civ-spouse
Black,37,Female,Private,Never-married
White,19,Male,Private,Never-married
White,24,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,57,Female,State-gov,Divorced
White,22,Female,State-gov,Never-married
Black,57,Male,Private,Married-civ-spouse
White,46,Male,State-gov,Married-civ-spouse
White,67,Male,Private,Married-civ-spouse
White,47,Male,Private,Separated
White,39,Male,Private,Married-civ-spouse
White,58,Female,Self-emp-not-inc,Divorced
White,36,Female,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,60,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,26,Female,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,38,Male,Local-gov,Married-civ-spouse
White,48,Male,Self-emp-not-inc,Married-civ-spouse
White,44,Male,Self-emp-not-inc,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,61,Male,Self-emp-not-inc,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,52,Female,Private,Married-civ-spouse
White,45,Female,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,67,Female,Local-gov,Divorced
White,40,Male,State-gov,Married-civ-spouse
White,27,Male,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,27,Female,Private,Divorced
White,28,Female,Private,Never-married
White,34,Male,Self-emp-inc,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
Black,52,Female,Private,Divorced
White,42,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,65,Male,State-gov,Married-civ-spouse
White,55,Female,Self-emp-not-inc,Married-civ-spouse
Black,33,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Male,Self-emp-not-inc,Never-married
White,34,Male,Local-gov,Married-civ-spouse
Black,41,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,18,Male,Private,Never-married
White,55,Male,Self-emp-not-inc,Married-civ-spouse
White,49,Male,Local-gov,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,43,Male,Private,Never-married
White,62,Male,Private,Married-civ-spouse
Black,44,Male,Private,Married-civ-spouse
White,50,Male,Self-emp-inc,Married-civ-spouse
White,35,Male,Private,Never-married
White,52,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,43,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,47,Female,Private,Married-civ-spouse
White,43,Male,Private,Divorced
White,24,Male,Private,Never-married
White,27,Male,Federal-gov,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,37,Female,Private,Divorced
White,26,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,50,Female,Private,Married-civ-spouse
White,20,Male,Self-emp-not-inc,Never-married
White,37,Male,Private,Married-civ-spouse
Black,43,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,53,Female,Private,Divorced
White,44,Male,Private,Married-civ-spouse
White,25,Female,Private,Never-married
White,17,Female,Private,Never-married
White,19,Male,Private,Never-married
White,53,Female,State-gov,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
Black,51,Male,Private,Married-civ-spouse
White,49,Female,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,44,Male,Private,Divorced
White,54,Male,Private,Married-civ-spouse
Black,37,Female,Private,Divorced
White,18,Female,Private,Never-married
White,24,Male,Private,Married-civ-spouse
White,29,Female,Private,Divorced
White,35,Male,Private,Never-married
White,56,Male,Private,Married-civ-spouse
Asian-Pac-Islander,24,Male,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,73,Female,Private,Widowed
White,47,Male,Federal-gov,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
Black,31,Male,Private,Married-civ-spouse
White,42,Female,Private,Divorced
Asian-Pac-Islander,41,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,31,Female,Private,Divorced
White,51,Male,Local-gov,Married-civ-spouse
White,38,Male,Private,Divorced
White,40,Male,Local-gov,Married-civ-spouse
White,21,Female,Private,Never-married
White,44,Male,Private,Divorced
White,55,Male,Private,Married-civ-spouse
White,29,Male,Private,Divorced
White,49,Female,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
Black,26,Male,Private,Never-married
White,35,Male,Private,Never-married
White,27,Male,Private,Never-married
White,64,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Male,Private,Never-married
White,21,Female,Private,Never-married
White,45,Male,Private,Divorced
White,57,Male,Local-gov,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,45,Female,Private,Married-civ-spouse
White,50,Female,Private,Divorced
White,38,Female,Private,Never-married
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,42,Female,Private,Widowed
White,32,Male,Private,Never-married
White,20,Female,Private,Never-married
White,27,Female,Private,Never-married
White,45,Female,Private,Widowed
White,40,Female,Private,Never-married
White,38,Male,Private,Divorced
White,37,Female,Private,Divorced
White,60,Female,Private,Divorced
Black,53,Male,Self-emp-not-inc,Married-civ-spouse
White,25,Female,Private,Married-civ-spouse
White,40,Male,Self-emp-not-inc,Never-married
White,19,Female,Private,Never-married
White,42,Female,Private,Married-civ-spouse
White,41,Female,Private,Divorced
Black,28,Male,Private,Never-married
White,46,Female,Private,Divorced
White,49,Female,Private,Married-civ-spouse
Black,24,Male,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,71,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,29,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
White,35,Female,Local-gov,Married-civ-spouse
Asian-Pac-Islander,39,Male,Private,Married-civ-spouse
White,40,Female,Private,Divorced
White,30,Male,Federal-gov,Married-civ-spouse
White,43,Male,Private,Divorced
White,47,Female,Private,Never-married
Black,31,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
Black,28,Male,Private,Married-civ-spouse
White,50,Male,Federal-gov,Married-civ-spouse
White,63,Female,Private,Divorced
White,28,Male,Private,Married-civ-spouse
White,52,Female,Private,Divorced
Asian-Pac-Islander,38,Male,Self-emp-inc,Married-civ-spouse
White,41,Male,Private,Never-married
White,50,Male,State-gov,Never-married
White,59,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,73,Male,Local-gov,Married-civ-spouse
White,52,Male,Self-emp-inc,Divorced
White,57,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
Black,22,Male,Private,Never-married
White,46,Male,Local-gov,Married-civ-spouse
White,48,Female,Private,Divorced
White,52,Male,Private,Married-civ-spouse
White,43,Male,State-gov,Married-civ-spouse
White,25,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
White,19,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,51,Male,Private,Divorced
White,22,Female,Self-emp-not-inc,Never-married
Black,37,Female,Local-gov,Divorced
White,19,Female,Private,Never-married
White,45,Female,Private,Divorced
White,21,Male,State-gov,Never-married
White,52,Female,Private,Widowed
White,46,Male,Local-gov,Married-civ-spouse
White,42,Female,State-gov,Divorced
White,56,Male,Private,Never-married
White,23,Female,Private,Never-married
White,58,Male,Private,Married-civ-spouse
White,70,Male,Private,Married-civ-spouse
White,30,Male,Private,Divorced
Asian-Pac-Islander,45,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,34,Male,Local-gov,Married-civ-spouse
White,38,Female,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
Black,45,Male,Federal-gov,Never-married
White,21,Female,Private,Never-married
White,34,Female,Private,Never-married
White,32,Male,Self-emp-inc,Married-civ-spouse
White,21,Male,Private,Married-civ-spouse
Black,23,Male,Private,Never-married
White,28,Male,Private,Divorced
Black,29,Male,Self-emp-not-inc,Never-married
White,25,Female,Local-gov,Never-married
White,44,Female,State-gov,Never-married
White,18,Female,Private,Never-married
White,26,Male,Private,Never-married
White,47,Female,Local-gov,Married-civ-spouse
White,23,Male,Private,Divorced
White,46,Male,Private,Married-civ-spouse
White,61,Male,Local-gov,Married-civ-spouse
White,25,Male,Private,Never-married
Asian-Pac-Islander,38,Male,Local-gov,Married-civ-spouse
White,23,Male,Private,Never-married
White,36,Female,Federal-gov,Divorced
White,46,Male,Private,Divorced
White,32,Male,Self-emp-not-inc,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
Black,31,Male,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,32,Male,State-gov,Never-married
White,21,Male,Private,Never-married
Black,63,Male,Private,Married-civ-spouse
White,44,Male,Private,Separated
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,30,Female,Private,Divorced
White,24,Male,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,44,Female,Self-emp-not-inc,Married-civ-spouse
Black,27,Male,Federal-gov,Never-married
White,27,Male,Local-gov,Never-married
White,22,Female,Private,Never-married
White,68,Female,Private,Never-married
White,55,Male,Self-emp-not-inc,Married-civ-spouse
White,22,Male,Self-emp-not-inc,Never-married
White,25,Female,Private,Married-civ-spouse
White,68,Male,Self-emp-not-inc,Married-civ-spouse
White,62,Female,Private,Widowed
White,26,Male,Private,Divorced
White,34,Male,Private,Married-civ-spouse
White,68,Male,Private,Widowed
White,42,Male,Local-gov,Separated
White,45,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,25,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
Other,29,Male,Private,Never-married
White,65,Female,Without-pay,Widowed
White,31,Male,Private,Never-married
White,26,Female,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,45,Female,Local-gov,Divorced
White,26,Female,Self-emp-not-inc,Never-married
White,26,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,39,Male,Private,Never-married
White,52,Male,Self-emp-inc,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,41,Male,Self-emp-not-inc,Divorced
White,42,Male,Local-gov,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
Black,28,Male,Local-gov,Married-civ-spouse
White,25,Male,Local-gov,Never-married
White,35,Female,Private,Never-married
White,32,Female,Private,Separated
Black,38,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,27,Female,Private,Never-married
White,30,Male,Private,Never-married
White,30,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,57,Male,Private,Never-married
White,43,Male,Private,Divorced
White,25,Female,Private,Married-civ-spouse
White,25,Male,Private,Married-civ-spouse
White,90,Male,Private,Married-civ-spouse
White,50,Male,State-gov,Married-civ-spouse
White,26,Female,Local-gov,Never-married
White,39,Male,Private,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,46,Female,Private,Married-civ-spouse
White,18,Female,Local-gov,Never-married
White,37,Male,Private,Married-civ-spouse
White,57,Female,Private,Divorced
Black,43,Female,State-gov,Never-married
White,29,Male,State-gov,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,44,Male,Self-emp-not-inc,Married-civ-spouse
White,77,Male,Local-gov,Married-civ-spouse
Black,30,Male,Private,Never-married
White,21,Male,Private,Married-civ-spouse
White,66,Male,Private,Married-civ-spouse
White,40,Male,Private,Never-married
White,68,Male,Private,Married-civ-spouse
White,64,Female,Private,Widowed
White,26,Female,Private,Never-married
White,32,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,51,Male,Local-gov,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,29,Female,Private,Divorced
White,21,Male,Private,Never-married
Black,28,Female,Private,Never-married
White,55,Male,Private,Married-civ-spouse
Asian-Pac-Islander,45,Male,Self-emp-not-inc,Married-civ-spouse
White,35,Male,Private,Never-married
White,26,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,35,Female,Private,Never-married
White,48,Male,Self-emp-not-inc,Married-civ-spouse
Black,39,Male,Local-gov,Divorced
White,53,Female,Local-gov,Divorced
White,49,Male,Federal-gov,Married-civ-spouse
Black,31,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,60,Male,Self-emp-inc,Married-civ-spouse
White,29,Male,Private,Never-married
White,54,Male,Self-emp-inc,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
Black,30,Female,Private,Never-married
White,19,Female,Private,Never-married
White,26,Male,Private,Never-married
White,47,Male,Private,Never-married
White,50,Male,Private,Divorced
White,30,Female,Private,Never-married
White,44,Male,Private,Divorced
White,49,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,51,Male,State-gov,Divorced
White,35,Male,Private,Never-married
White,28,Female,Private,Never-married
White,66,Male,Self-emp-not-inc,Married-civ-spouse
White,39,Male,Private,Separated
Black,27,Male,Private,Never-married
White,24,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,31,Female,Private,Never-married
White,23,Female,Private,Never-married
White,31,Female,Private,Never-married
White,27,Female,Local-gov,Never-married
White,30,Male,Private,Married-civ-spouse
White,31,Female,Private,Never-married
White,34,Male,Private,Never-married
White,57,Male,Federal-gov,Never-married
White,39,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,24,Female,Local-gov,Married-civ-spouse
White,36,Male,Private,Never-married
White,32,Male,Private,Divorced
White,35,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,35,Male,Private,Never-married
White,44,Male,Federal-gov,Married-civ-spouse
White,32,Male,State-gov,Married-civ-spouse
White,32,Female,Private,Married-civ-spouse
White,63,Female,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
Black,47,Male,Private,Married-civ-spouse
Black,27,Male,Private,Married-civ-spouse
White,23,Female,Private,Separated
White,50,Male,Private,Married-civ-spouse
White,49,Male,State-gov,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,27,Male,Self-emp-not-inc,Married-civ-spouse
White,53,Male,Private,Divorced
White,17,Male,Self-emp-not-inc,Never-married
White,53,Male,Private,Never-married
White,28,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,53,Male,Private,Married-civ-spouse
Black,18,Male,Private,Never-married
White,24,Male,Private,Never-married
White,20,Female,Private,Never-married
White,30,Male,Local-gov,Married-civ-spouse
White,37,Male,State-gov,Never-married
White,34,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,20,Female,Private,Never-married
White,22,Female,Private,Never-married
White,42,Male,Local-gov,Married-civ-spouse
White,60,Female,Private,Divorced
White,32,Female,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,66,Female,Private,Widowed
White,34,Male,Private,Divorced
White,45,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
Black,51,Male,Local-gov,Married-civ-spouse
White,36,Male,Local-gov,Married-civ-spouse
Black,25,Male,Federal-gov,Never-married
White,51,Female,Private,Divorced
White,25,Male,Self-emp-not-inc,Never-married
White,19,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
Black,59,Female,Local-gov,Separated
White,34,Male,Private,Married-civ-spouse
White,40,Female,Private,Separated
White,42,Male,Private,Divorced
White,37,Male,Private,Married-civ-spouse
White,51,Male,Self-emp-inc,Married-civ-spouse
White,25,Male,Private,Never-married
White,31,Female,Federal-gov,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,35,Male,Private,Divorced
White,51,Male,Private,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
Asian-Pac-Islander,26,Male,Private,Never-married
White,56,Female,Local-gov,Divorced
White,52,Male,Private,Married-civ-spouse
White,61,Male,Self-emp-not-inc,Married-civ-spouse
White,47,Female,State-gov,Divorced
White,52,Male,Private,Married-civ-spouse
White,30,Female,Private,Divorced
White,43,Male,Self-emp-inc,Married-civ-spouse
Asian-Pac-Islander,35,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,58,Male,Local-gov,Married-civ-spouse
White,66,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,46,Female,Private,Separated
White,45,Female,Private,Married-civ-spouse
White,57,Female,Private,Never-married
White,25,Male,Private,Never-married
White,21,Female,State-gov,Never-married
White,37,Male,Private,Divorced
White,45,Female,Local-gov,Divorced
White,39,Male,Private,Never-married
White,42,Female,Private,Married-civ-spouse
White,20,Female,Private,Never-married
Black,23,Male,Private,Never-married
White,25,Male,Private,Never-married
White,47,Female,Private,Never-married
White,24,Male,Private,Never-married
White,35,Male,Private,Never-married
White,47,Male,State-gov,Married-civ-spouse
White,41,Female,Local-gov,Divorced
White,31,Female,Private,Never-married
White,27,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
Asian-Pac-Islander,44,Female,Private,Never-married
White,61,Female,Private,Never-married
White,42,Female,Federal-gov,Divorced
White,46,Female,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,54,Female,Local-gov,Widowed
White,56,Female,Local-gov,Widowed
White,52,Female,Private,Divorced
White,34,Male,Private,Married-civ-spouse
White,25,Male,Self-emp-not-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,58,Male,Private,Married-civ-spouse
White,31,Male,State-gov,Divorced
White,29,Male,Private,Married-civ-spouse
Black,28,Male,Private,Never-married
White,30,Male,Private,Never-married
White,44,Male,Private,Married-civ-spouse
White,75,Female,Private,Widowed
Black,26,Male,Private,Married-civ-spouse
White,33,Male,Self-emp-inc,Married-civ-spouse
White,57,Male,Self-emp-inc,Married-civ-spouse
White,47,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,17,Male,Private,Never-married
Black,22,Female,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,32,Male,Self-emp-not-inc,Divorced
Black,59,Female,Private,Separated
White,38,Male,Private,Married-civ-spouse
White,33,Female,Private,Separated
White,41,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,27,Female,Private,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,64,Female,Local-gov,Divorced
White,37,Male,Private,Married-civ-spouse
White,54,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Female,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,41,Male,Self-emp-not-inc,Divorced
White,35,Male,Self-emp-not-inc,Married-civ-spouse
White,63,Male,Self-emp-inc,Married-civ-spouse
White,46,Male,Private,Divorced
White,47,Male,Self-emp-not-inc,Divorced
White,24,Male,Private,Never-married
White,29,Male,Private,Never-married
White,74,Female,Federal-gov,Widowed
White,50,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
Black,48,Female,Private,Separated
White,30,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,25,Female,Private,Never-married
White,50,Female,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,65,Male,Private,Married-civ-spouse
White,28,Male,Federal-gov,Married-civ-spouse
White,55,Female,Private,Widowed
White,49,Female,Local-gov,Never-married
White,31,Female,Private,Separated
Black,47,Female,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
Black,35,Female,Private,Never-married
Asian-Pac-Islander,34,Male,Self-emp-not-inc,Married-civ-spouse
White,27,Female,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,64,Male,Self-emp-not-inc,Never-married
White,33,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,45,Male,Private,Married-civ-spouse
Black,34,Female,Private,Never-married
White,53,Female,Private,Divorced
White,22,Male,Private,Never-married
Black,23,Male,Private,Never-married
White,31,Male,Private,Never-married
White,23,Male,State-gov,Never-married
White,30,Female,Private,Separated
White,32,Female,Local-gov,Separated
Black,42,Female,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,59,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Female,Private,Never-married
Black,45,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,43,Female,Private,Divorced
White,60,Female,Private,Married-civ-spouse
White,37,Male,State-gov,Married-civ-spouse
White,35,Female,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,38,Male,Federal-gov,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,63,Female,Federal-gov,Divorced
White,51,Male,Private,Married-civ-spouse
White,58,Male,Self-emp-not-inc,Divorced
White,64,Female,Local-gov,Divorced
White,20,Male,Private,Never-married
Asian-Pac-Islander,44,Male,Federal-gov,Married-civ-spouse
White,39,Female,Private,Divorced
White,45,Female,State-gov,Never-married
White,44,Male,Private,Married-civ-spouse
White,22,Female,Federal-gov,Never-married
White,63,Male,Self-emp-inc,Married-civ-spouse
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,20,Female,Private,Never-married
White,29,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,27,Male,Private,Married-civ-spouse
White,46,Female,Private,Divorced
White,31,Male,Private,Divorced
White,24,Male,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
Black,32,Female,Local-gov,Never-married
White,44,Male,Private,Married-civ-spouse
White,40,Male,Self-emp-not-inc,Married-civ-spouse
White,38,Male,Private,Divorced
White,23,Male,Private,Never-married
White,19,Female,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,47,Female,Private,Widowed
White,42,Male,Private,Married-civ-spouse
White,17,Female,Private,Never-married
White,29,Female,Local-gov,Never-married
White,21,Female,State-gov,Never-married
White,31,Male,Private,Married-civ-spouse
